,carat,cut,color,clarity,depth,table,price,x,y,z
4032,0.32131928103046475,2,5,1,-2.1610906,2.4877878315115765,3527,0.62299293,0.5712915,0.3187786
4033,0.42692074675789027,3,4,2,0.46172932,0.24740564568242457,3528,0.5873344,0.48155668,0.59198
4034,0.42692074675789027,4,3,1,-1.0268996,-0.2006707914834058,3528,0.69431037,0.6430794,0.534464
4035,0.046755545671194707,2,3,3,0.24906613,-0.6487472286492362,3528,0.1861758,0.22132541,0.23250459
4036,-0.14332699192878956,4,6,3,-0.2471408,-0.6487472286492362,3528,0.043541692,0.06877596,0.031198215
4037,0.42692074675789027,1,2,1,1.5250345,0.24740564568242457,3528,0.5605907,0.49053037,0.70701236
4038,0.42692074675789027,3,0,2,0.10729427,2.039711394345746,3528,0.5605907,0.5353976,0.563222
4039,0.42692074675789027,1,1,1,1.5250345,1.1435585200140854,3528,0.5071029,0.4725834,0.67825437
4040,0.933807681540151,3,5,0,-0.459804,2.039711394345746,3528,1.0508956,1.0109929,0.9658344
4041,0.42692074675789027,4,0,1,0.24906613,-0.6487472286492362,3528,0.60516363,0.5443713,0.606359
4042,0.08899608160747409,3,5,3,0.46172932,1.1435585200140854,3528,0.2753221,0.22132541,0.3043996
4043,0.5325220865985887,4,0,4,-0.814239,-0.6487472286492362,3528,0.76562744,0.73281467,0.635117
4044,0.5325220865985887,4,2,1,0.1781802,-0.2006707914834058,3528,0.7210541,0.68794703,0.721391
4045,0.2579584771260457,3,1,2,-0.7433504,0.24740564568242457,3529,0.5071029,0.4636097,0.3906736
4046,-0.20668792171993566,4,6,4,0.74527574,-1.5449001029808969,3529,-0.07234872,-0.03890585,0.031198215
4047,0.49028155066230933,0,3,1,2.8009975,0.24740564568242457,3530,0.5249322,0.4725834,0.85080236
4048,0.49028155066230933,4,1,1,-1.3813345,-0.6487472286492362,3530,0.8102004,0.7597349,0.59198
4049,0.49028155066230933,0,1,1,2.4465623,-0.6487472286492362,3530,0.6140785,0.55334455,0.893939
4050,-1.1782211609331326,2,5,2,-1.3104459,0.24740564568242457,571,-1.4897765,-1.4656914,-1.5792514
4051,-0.9458979929818235,4,2,3,-0.38891536,-0.6487472286492362,571,-1.0618738,-1.0618839,-1.090365
4052,-0.9458979929818235,4,2,3,-0.034480296,-0.6487472286492362,571,-1.052959,-1.02599,-1.032849
4053,-0.9458979929818235,4,2,3,-0.38891536,-0.6487472286492362,571,-1.0707883,-1.0529107,-1.090365
4054,-0.9458979929818235,4,1,4,-0.034480296,-1.5449001029808969,571,-1.0618738,-1.043937,-1.047228
4055,-0.9458979929818235,4,1,4,0.24906613,-1.5449001029808969,571,-1.0618738,-1.043937,-1.0184699
4056,-0.9247776620703203,4,3,2,-0.17625485,-1.5449001029808969,571,-1.008386,-0.9900961,-1.004091
4057,-0.9247776620703203,4,3,2,-0.459804,-1.0968236658150665,571,-1.0262153,-0.99906975,-1.047228
4058,-0.9247776620703203,4,3,2,-0.2471408,-1.0968236658150665,571,-0.9994712,-0.9811228,-1.004091
4059,-1.0092588598296062,4,3,2,0.6035012,-1.0968236658150665,571,-1.1777643,-1.2144334,-1.133502
4060,-1.0092588598296062,1,6,1,1.6668063,-1.5449001029808969,571,-1.2134228,-1.2503273,-1.075986
4061,-0.9670182609499632,2,5,1,0.9579362,-0.6487472286492362,571,-1.0886176,-1.1426455,-1.0184699
4062,-1.0303791277977459,3,6,2,0.1781802,0.24740564568242457,571,-1.275825,-1.2413541,-1.234155
4063,-1.0303791277977459,1,6,2,1.2414854,-0.2006707914834058,571,-1.2936542,-1.2682743,-1.16226
4064,-1.0303791277977459,4,6,2,0.39084068,-1.5449001029808969,571,-1.2490813,-1.2234071,-1.191018
4065,-1.0303791277977459,3,6,2,-0.2471408,0.24740564568242457,571,-1.2490813,-1.2323804,-1.2485341
4066,-1.0303791277977459,1,6,2,1.1705995,-1.0968236658150665,571,-1.2936542,-1.2862213,-1.176639
4067,-1.0303791277977459,4,6,2,0.10729427,-0.2006707914834058,571,-1.2490813,-1.2323804,-1.219776
4068,-1.0303791277977459,4,6,2,0.67438984,-0.6487472286492362,571,-1.2579957,-1.2323804,-1.176639
4069,-1.0303791277977459,2,6,2,0.88705033,-1.0968236658150665,571,-1.2579957,-1.2503273,-1.16226
4070,-1.0303791277977459,4,6,2,0.1781802,-1.0968236658150665,571,-1.2223371,-1.2144334,-1.191018
4071,-1.0303791277977459,4,1,6,-0.2471408,-1.5449001029808969,571,-1.204508,-1.1875131,-1.205397
4072,-1.0303791277977459,1,6,2,1.2414854,-0.6487472286492362,571,-1.2847399,-1.277248,-1.16226
4073,-1.0303791277977459,4,6,2,0.036405634,-0.2006707914834058,571,-1.2579957,-1.2323804,-1.234155
4074,-1.0303791277977459,4,6,2,0.46172932,-0.6487472286492362,571,-1.2490813,-1.2413541,-1.191018
4075,-1.0303791277977459,2,6,2,-0.034480296,0.695482082848255,571,-1.2669106,-1.2413541,-1.2485341
4076,-1.0303791277977459,4,6,2,-0.034480296,-0.2006707914834058,571,-1.2401664,-1.2144334,-1.219776
4077,-1.0303791277977459,1,6,2,0.9579362,-0.2006707914834058,571,-1.275825,-1.2682743,-1.176639
4078,-1.0303791277977459,4,6,2,-0.2471408,-1.0968236658150665,571,-1.2312521,-1.2144334,-1.234155
4079,-1.0303791277977459,1,6,2,1.1705995,0.24740564568242457,571,-1.2579957,-1.2413541,-1.133502
4080,0.236838209157906,2,3,1,-1.23956,-0.2006707914834058,3531,0.4803588,0.5264243,0.34753662
4081,-0.037725652088091095,4,4,3,-0.9560109,0.24740564568242457,3531,0.23966357,0.19440475,0.10309323
4082,-0.037725652088091095,4,4,3,-0.17625485,-0.6487472286492362,3531,0.1861758,0.14953753,0.14623058
4083,-0.037725652088091095,4,4,3,0.39084068,-0.6487472286492362,3531,0.15943168,0.13159057,0.18936758
4084,0.44804101472603,1,4,1,1.4541459,-0.2006707914834058,3532,0.5160173,0.56231827,0.721391
4085,-0.05884592005623079,4,4,3,0.036405634,-0.6487472286492362,3533,0.15051726,0.1674845,0.16060957
4086,0.34243954899860446,0,5,1,2.7301116,0.24740564568242457,3533,0.33772472,0.37387487,0.69263303
4087,0.21571781530303927,2,6,1,-1.0268996,2.4877878315115765,3534,0.34663916,0.43668905,0.2612626
4088,0.21571781530303927,2,6,1,-0.814239,1.5916349571799158,3534,0.3644684,0.41874206,0.2900206
4089,0.21571781530303927,2,6,1,0.88705033,0.24740564568242457,3534,0.34663916,0.38284814,0.47694764
4090,0.21571781530303927,1,6,1,-1.0268996,2.935864268677407,3534,0.3288099,0.36490116,0.21812558
4091,-0.037725652088091095,2,6,3,0.88705033,0.24740564568242457,3534,0.061370954,0.1136436,0.18936758
4092,0.4691612826941696,1,0,1,1.1705995,-0.6487472286492362,3534,0.5605907,0.61615914,0.73577034
4093,0.4691612826941696,2,0,1,0.6035012,1.1435585200140854,3534,0.5873344,0.61615914,0.67825437
4094,0.2579584771260457,2,4,1,-0.814239,2.4877878315115765,3534,0.54276145,0.4636097,0.3906736
4095,0.21571781530303927,2,1,3,0.24906613,1.5916349571799158,3535,0.31098062,0.3469542,0.36191562
4096,0.046755545671194707,2,3,3,-1.3813345,-0.6487472286492362,3535,0.35555398,0.4007951,0.20374659
4097,0.08899608160747409,2,3,3,0.1781802,-0.6487472286492362,3535,0.3020662,0.32003397,0.3331576
4098,-0.14332699192878956,4,5,5,-0.10536893,-1.0968236658150665,3535,0.061370954,0.08672293,0.05995622
4099,-0.20668792171993566,4,6,4,0.31995475,-0.6487472286492362,3535,-0.0366902,-0.011985613,0.016819213
4100,0.44804101472603,3,0,3,-1.3813345,1.5916349571799158,3535,0.6586514,0.62513244,0.46256864
4101,-0.20668792171993566,2,4,6,-0.814239,1.1435585200140854,3536,-0.054519463,-0.02993258,-0.12697081
4102,-0.3122893874473612,4,3,7,-1.1686741,-0.2006707914834058,3536,-0.10800725,-0.07479979,-0.22762384
4103,-0.20668792171993566,1,4,6,-0.38891536,1.5916349571799158,3536,-0.018860938,0.050828993,-0.026317794
4104,0.42692074675789027,1,0,1,-2.799075,1.5916349571799158,3536,0.7210541,0.7597349,0.36191562
4105,0.2579584771260457,0,2,1,1.9503555,1.1435585200140854,3536,0.29315135,0.24824607,0.50570595
4106,-0.037725652088091095,4,4,4,-0.10536893,-0.6487472286492362,3537,0.15051726,0.1674845,0.14623058
4107,-0.12220672396064985,4,3,6,0.24906613,-1.5449001029808969,3537,0.061370954,0.08672293,0.10309323
4108,0.5958831422764619,4,0,1,0.036405634,-0.2006707914834058,3537,0.7388833,0.7597349,0.750149
4109,0.21571781530303927,4,1,2,0.1781802,-0.6487472286492362,3537,0.38229766,0.44566274,0.43381062
4110,0.236838209157906,1,5,1,1.5250345,1.5916349571799158,3538,0.26640767,0.32003397,0.47694764
4111,0.21571781530303927,0,2,3,2.1630187,0.24740564568242457,3538,0.3020662,0.26619306,0.54884297
4112,0.21571781530303927,1,2,3,1.5959204,-0.2006707914834058,3538,0.3644684,0.33798093,0.54884297
4113,0.21571781530303927,0,2,3,2.0212414,-1.0968236658150665,3538,0.3020662,0.23927239,0.520085
4114,-0.037725652088091095,3,5,4,0.31995475,0.24740564568242457,3538,0.15051726,0.1136436,0.17498858
4115,0.025635277703055015,4,5,3,0.1781802,-1.0968236658150665,3538,0.23074873,0.21235171,0.2468836
4116,-0.016605258233224368,3,3,2,-0.38891536,-0.6487472286492362,3539,0.23966357,0.20337844,0.17498858
4117,-0.016605258233224368,2,5,3,0.67438984,-0.6487472286492362,3539,0.105943896,0.13159057,0.20374659
4118,0.21571781530303927,3,1,3,0.46172932,0.24740564568242457,3539,0.38229766,0.43668905,0.46256864
4119,0.21571781530303927,2,3,1,0.46172932,-1.0968236658150665,3539,0.35555398,0.39182183,0.43381062
4120,0.236838209157906,1,4,1,1.4541459,0.695482082848255,3539,0.2753221,0.32003397,0.47694764
4121,0.2790787450941854,1,6,1,1.1705995,0.695482082848255,3540,0.37338325,0.4007951,0.534464
4122,-0.18556765375179596,4,6,3,-1.3104459,-0.2006707914834058,3540,0.061370954,0.08672293,-0.083833806
4123,-0.16444725989692924,4,3,4,0.1781802,-0.6487472286492362,3540,0.007882741,0.041855723,0.045577217
4124,0.44804101472603,0,4,1,2.0212414,0.695482082848255,3540,0.40904176,0.4636097,0.95145506
4125,-0.3334096554155008,2,5,5,0.036405634,0.695482082848255,3541,-0.19715355,-0.1824816,-0.18448682
4126,0.42692074675789027,0,3,1,2.0921273,0.24740564568242457,3541,0.4536147,0.4097688,0.69263303
4127,0.42692074675789027,1,3,1,-2.5864143,3.383940705843237,3541,0.6675663,0.6520531,0.3187786
4128,1.5251756881949705,3,1,0,-0.38891536,0.24740564568242457,3541,1.5144569,1.4506938,1.4115838
4129,0.7014844821171603,4,4,0,0.31995475,-1.0968236658150665,3542,0.801286,0.8494698,0.865181
4130,-0.20668792171993566,2,3,7,-2.3028653,1.1435585200140854,3543,0.088114634,0.12261687,-0.17010781
4131,-0.10108645599251016,2,5,4,0.10729427,0.24740564568242457,3543,0.088114634,0.1136436,0.11747223
4132,-0.16444725989692924,4,6,3,0.1781802,-1.5449001029808969,3543,-0.0010316768,0.023908753,0.031198215
4133,0.5536423545667284,4,4,0,0.24906613,-1.0968236658150665,3544,0.7210541,0.7507616,0.7645284
4134,0.5536423545667284,4,4,0,0.036405634,-1.0968236658150665,3544,0.7299689,0.7597349,0.750149
4135,0.025635277703055015,2,3,4,0.6035012,-1.0968236658150665,3544,0.16834652,0.21235171,0.2612626
4136,0.32131928103046475,2,1,2,-0.5306899,1.5916349571799158,3544,0.49818808,0.5712915,0.46256864
4137,0.1312367434304805,4,1,5,-0.2471408,0.24740564568242457,3544,0.3020662,0.32900724,0.2900206
4138,-0.05884592005623079,4,3,3,0.24906613,-0.6487472286492362,3544,0.09702948,0.13159057,0.14623058
4139,0.025635277703055015,4,3,4,0.39084068,-0.2006707914834058,3544,0.23074873,0.19440475,0.2612626
4140,0.7014844821171603,3,2,0,0.67438984,0.695482082848255,3544,0.801286,0.7597349,0.865181
4141,-0.18556765375179596,3,3,7,0.10729427,0.24740564568242457,3545,0.007882741,0.032882024,0.031198215
4142,0.21571781530303927,3,2,2,0.67438984,0.24740564568242457,3545,0.3644684,0.41874206,0.47694764
4143,0.21571781530303927,4,1,4,0.46172932,-0.2006707914834058,3545,0.39121252,0.42771578,0.46256864
4144,0.5747628743083222,0,3,1,3.5807588,-0.2006707914834058,3545,0.54276145,0.4725834,0.9658344
4145,0.2579584771260457,3,1,2,-2.0902047,0.695482082848255,3545,0.5605907,0.5353976,0.2756416
4146,0.5747628743083222,3,3,1,0.31995475,0.24740564568242457,3545,0.7388833,0.6789733,0.750149
4147,0.44804101472603,1,5,1,1.5250345,0.24740564568242457,3546,0.5160173,0.5712915,0.73577034
4148,0.511401818630449,2,2,1,0.46172932,0.24740564568242457,3546,0.5962492,0.6789733,0.69263303
4149,0.236838209157906,3,4,1,-2.019316,1.5916349571799158,3546,0.5605907,0.5353976,0.2900206
4150,0.236838209157906,3,4,1,-0.5306899,-2.889129414478388,3546,0.4536147,0.42771578,0.3762946
4151,0.44804101472603,0,2,2,3.2972097,-0.2006707914834058,3546,0.34663916,0.31106025,0.73577034
4152,-0.16444725989692924,4,3,3,-0.5306899,-1.0968236658150665,3547,0.07028537,0.08672293,0.016819213
4153,0.5747628743083222,3,3,0,0.39084068,1.1435585200140854,3547,0.7299689,0.69692075,0.7645284
4154,0.21571781530303927,4,2,1,0.6035012,-0.2006707914834058,3548,0.38229766,0.30208698,0.41943163
4155,-0.16444725989692924,4,3,6,-0.034480296,-1.5449001029808969,3548,-0.0010316768,0.032882024,0.016819213
4156,0.11011647546234082,4,1,4,0.10729427,-0.6487472286492362,3548,0.31098062,0.32900724,0.3331576
4157,0.34243954899860446,1,2,1,-1.1686741,2.935864268677407,3548,0.62299293,0.55334455,0.43381062
4158,-0.07996618802437047,2,3,5,0.39084068,-0.2006707914834058,3549,0.05245611,0.09569663,0.11747223
4159,0.6170034102446016,4,3,0,-0.5306899,-0.6487472286492362,3549,0.7923711,0.83152276,0.73577034
4160,-0.16444725989692924,2,5,3,-1.23956,-0.2006707914834058,3550,0.07028537,0.1136436,-0.0550758
4161,-0.16444725989692924,4,6,2,-0.885125,-0.6487472286492362,3550,0.05245611,0.09569663,-0.026317794
4162,0.2579584771260457,3,6,1,0.53261524,0.695482082848255,3550,0.4536147,0.41874206,0.50570595
4163,-0.10108645599251016,2,4,5,-0.459804,-1.0968236658150665,3551,0.105943896,0.14953753,0.074335225
4164,0.21571781530303927,2,4,1,-0.6724645,-1.0968236658150665,3552,0.46252957,0.49053037,0.3906736
4165,-0.18556765375179596,4,5,3,-0.10536893,-0.6487472286492362,3553,-0.0010316768,0.032882024,0.0024402102
4166,-0.18556765375179596,4,5,3,-0.31802943,-0.6487472286492362,3553,0.025712429,0.050828993,0.0024402102
4167,0.21571781530303927,3,4,1,-0.7433504,0.695482082848255,3553,0.46252957,0.42771578,0.34753662
4168,0.511401818630449,4,1,1,0.10729427,-0.6487472286492362,3553,0.69431037,0.6430794,0.69263303
4169,0.49028155066230933,3,1,4,-0.10536893,0.24740564568242457,3553,0.68539554,0.61615914,0.635117
4170,-0.16444725989692924,4,6,4,-0.10536893,-0.6487472286492362,3554,0.061370954,-0.0030119142,0.016819213
4171,0.2579584771260457,3,3,1,0.46172932,-0.2006707914834058,3555,0.43578544,0.4007951,0.47694764
4172,0.2579584771260457,3,2,2,0.1781802,1.1435585200140854,3555,0.4803588,0.42771578,0.47694764
4173,-0.10108645599251016,4,5,4,0.53261524,-0.2006707914834058,3555,0.061370954,0.1046699,0.14623058
4174,0.44804101472603,1,0,3,1.0997108,-1.5449001029808969,3555,0.54276145,0.61615914,0.721391
4175,0.2579584771260457,3,3,1,-1.664881,2.039711394345746,3555,0.5605907,0.5443713,0.3331576
4176,0.21571781530303927,3,4,1,-0.2471408,0.24740564568242457,3556,0.40904176,0.35592788,0.34753662
4177,0.21571781530303927,3,4,1,-0.31802943,0.695482082848255,3556,0.38229766,0.33798093,0.3187786
4178,0.0678758136393344,3,6,2,0.53261524,-1.5449001029808969,3556,0.31098062,0.25721934,0.34753662
4179,0.21571781530303927,2,4,1,1.1705995,0.24740564568242457,3556,0.31098062,0.24824607,0.41943163
4180,0.0678758136393344,3,6,2,-1.4522206,0.695482082848255,3556,0.3644684,0.3469542,0.17498858
4181,-0.14332699192878956,3,6,4,-1.23956,0.24740564568242457,3557,0.15051726,0.1136436,-0.011938792
4182,0.0678758136393344,3,4,3,-1.0977855,1.1435585200140854,3557,0.2753221,0.32003397,0.16060957
4183,0.236838209157906,4,3,1,0.67438984,-0.2006707914834058,3557,0.37338325,0.4097688,0.47694764
4184,0.236838209157906,4,3,1,0.036405634,-0.6487472286492362,3557,0.42687103,0.454636,0.44818962
4185,0.17347727936675988,4,2,2,-0.10536893,-0.6487472286492362,3557,0.35555398,0.39182183,0.36191562
4186,0.32131928103046475,4,0,5,-0.814239,-0.2006707914834058,3558,0.5962492,0.5443713,0.46256864
4187,0.004515009734915325,2,4,4,1.3123713,-0.2006707914834058,3559,0.079200216,0.1585108,0.2756416
4188,0.0678758136393344,4,4,2,0.31995475,-1.0968236658150665,3560,0.24857841,0.26619306,0.2900206
4189,-0.016605258233224368,4,3,4,0.1781802,-0.6487472286492362,3561,0.15943168,0.18543148,0.18936758
4190,-0.20668792171993566,1,6,3,-1.3104459,0.695482082848255,3561,-0.0366902,-0.0030119142,-0.17010781
4191,0.2790787450941854,2,1,4,0.53261524,0.24740564568242457,3562,0.4179562,0.4636097,0.50570595
4192,0.42692074675789027,3,4,1,-1.8066555,1.5916349571799158,3562,0.76562744,0.69692075,0.47694764
4193,0.42692074675789027,4,4,1,-0.5306899,-1.0968236658150665,3562,0.6408222,0.6071855,0.54884297
4194,-0.10108645599251016,4,6,3,-0.034480296,-1.0968236658150665,3562,0.105943896,0.07774966,0.08871423
4195,0.2790787450941854,2,1,3,1.2414854,-0.2006707914834058,3563,0.35555398,0.42771578,0.54884297
4196,-0.037725652088091095,2,4,4,1.0997108,-0.6487472286492362,3563,0.09702948,0.14056385,0.2468836
4197,0.44804101472603,2,1,2,0.9579362,0.24740564568242457,3563,0.57842,0.5353976,0.67825437
4198,0.44804101472603,3,0,1,0.53261524,2.039711394345746,3563,0.60516363,0.56231827,0.649496
4199,0.44804101472603,2,4,1,1.1705995,1.1435585200140854,3563,0.5338466,0.4725834,0.649496
4200,0.44804101472603,3,0,1,-0.034480296,0.24740564568242457,3563,0.63190776,0.5982122,0.606359
4201,0.44804101472603,3,0,1,0.036405634,1.1435585200140854,3563,0.60516363,0.5712915,0.59198
4202,0.44804101472603,3,4,1,-1.0977855,1.5916349571799158,3563,0.6764807,0.62513244,0.50570595
4203,-0.037725652088091095,2,5,4,-0.5306899,-1.0968236658150665,3564,0.1861758,0.20337844,0.13185157
4204,0.511401818630449,3,3,1,0.74527574,0.695482082848255,3564,0.6586514,0.61615914,0.73577034
4205,-0.16444725989692924,4,4,3,0.036405634,-0.6487472286492362,3564,-0.00994652,0.005961356,0.0024402102
4206,0.004515009734915325,4,6,2,0.67438984,-0.2006707914834058,3564,0.132688,0.1674845,0.23250459
4207,0.511401818630449,0,3,1,3.0845466,1.1435585200140854,3564,0.5249322,0.44566274,0.8795604
4208,-0.14332699192878956,2,5,5,-1.0977855,1.1435585200140854,3565,0.07028537,0.1046699,-0.040696796
4209,-0.16444725989692924,3,5,6,0.8161644,0.695482082848255,3566,0.016797585,-0.05685282,0.074335225
4210,0.1523570113986202,4,5,1,-0.9560109,0.24740564568242457,3566,0.40904176,0.44566274,0.3043996
4211,-0.14332699192878956,2,3,6,-1.0977855,1.5916349571799158,3567,0.088114634,0.14056385,-0.011938792
4212,0.21571781530303927,1,6,2,0.10729427,2.935864268677407,3567,0.23966357,0.32003397,0.2900206
4213,-0.20668792171993566,2,6,4,-0.38891536,-0.6487472286492362,3567,-0.045605045,0.014935055,-0.0550758
4214,0.236838209157906,2,2,3,0.9579362,-0.6487472286492362,3567,0.4179562,0.35592788,0.50570595
4215,0.21571781530303927,3,6,2,-0.034480296,-0.6487472286492362,3568,0.38229766,0.32003397,0.34753662
4216,0.42692074675789027,3,3,2,-1.23956,1.1435585200140854,3568,0.6586514,0.61615914,0.47694764
4217,-0.16444725989692924,4,6,2,-0.034480296,-1.0968236658150665,3568,0.03462685,0.059802692,0.045577217
4218,0.21571781530303927,2,4,1,0.67438984,0.695482082848255,3569,0.3288099,0.4007951,0.44818962
4219,0.21571781530303927,2,4,1,0.46172932,0.24740564568242457,3569,0.37338325,0.4097688,0.44818962
4220,0.42692074675789027,1,6,1,1.5959204,0.695482082848255,3569,0.4536147,0.49950364,0.67825437
4221,0.3635599428534712,4,4,1,0.46172932,-1.0968236658150665,3569,0.57842,0.5443713,0.62073797
4222,-0.16444725989692924,1,6,4,1.0997108,-1.0968236658150665,3570,-0.0366902,0.014935055,0.11747223
4223,0.21571781530303927,1,5,2,1.2414854,-1.0968236658150665,3570,0.34663916,0.43668905,0.54884297
4224,0.0678758136393344,4,2,6,-0.034480296,-0.2006707914834058,3570,0.25749284,0.30208698,0.2756416
4225,-0.4178907272880596,4,6,6,-0.10536893,-0.6487472286492362,3570,-0.2863003,-0.2722169,-0.2851402
4226,0.21571781530303927,2,1,3,1.0288249,-0.6487472286492362,3570,0.37338325,0.32003397,0.47694764
4227,0.8493266096675922,4,1,0,0.10729427,-0.6487472286492362,3570,0.99740785,0.97509897,0.9945924
4228,-0.12220672396064985,4,3,4,-0.17625485,-0.6487472286492362,3572,0.05245611,0.07774966,0.045577217
4229,0.8282063416994525,3,5,0,-1.0977855,1.5916349571799158,3572,1.0508956,1.0199661,0.8795604
4230,0.236838209157906,2,6,1,-2.4446397,1.1435585200140854,3573,0.5338466,0.5982122,0.2468836
4231,0.7648452860215794,3,2,1,0.24906613,0.24740564568242457,3573,0.8815174,0.8225495,0.8795604
4232,0.6381236782127413,2,1,2,1.2414854,-0.2006707914834058,3573,0.7299689,0.7148677,0.8795604
4233,0.21571781530303927,1,3,2,1.0288249,2.039711394345746,3574,0.31989548,0.4097688,0.491327
4234,0.21571781530303927,1,3,2,1.5250345,1.1435585200140854,3574,0.3020662,0.32900724,0.50570595
4235,0.236838209157906,4,1,2,0.46172932,-0.6487472286492362,3574,0.4179562,0.454636,0.491327
4236,0.7437250180534397,3,3,0,-0.38891536,0.24740564568242457,3574,0.9528349,0.90331066,0.865181
4237,0.42692074675789027,2,2,1,-1.8775442,2.039711394345746,3575,0.6586514,0.68794703,0.41943163
4238,0.42692074675789027,0,5,1,2.3756764,0.695482082848255,3575,0.5071029,0.44566274,0.778907
4239,0.2790787450941854,2,0,3,0.74527574,-0.6487472286492362,3576,0.3644684,0.43668905,0.491327
4240,-0.18556765375179596,4,6,4,-0.9560109,1.1435585200140854,3576,0.03462685,0.07774966,-0.0550758
4241,-0.07996618802437047,4,1,3,0.036405634,-0.6487472286492362,3577,0.105943896,0.14056385,0.13185157
4242,0.046755545671194707,4,5,2,0.24906613,-1.0968236658150665,3577,0.22183432,0.23927239,0.2612626
4243,0.21571781530303927,1,2,2,-1.9484302,2.039711394345746,3577,0.4447003,0.48155668,0.21812558
4244,0.08899608160747409,1,5,2,0.10729427,1.5916349571799158,3577,0.26640767,0.28414002,0.2900206
4245,0.44804101472603,2,3,1,-0.6724645,2.4877878315115765,3577,0.5962492,0.56231827,0.491327
4246,0.046755545671194707,3,5,3,0.6035012,1.1435585200140854,3577,0.21291947,0.1585108,0.2612626
4247,0.21571781530303927,4,2,1,0.1781802,-0.2006707914834058,3578,0.39121252,0.4097688,0.41943163
4248,0.21571781530303927,3,6,1,-2.1610906,0.24740564568242457,3578,0.5071029,0.49053037,0.21812558
4249,0.004515009734915325,4,3,4,-0.459804,0.24740564568242457,3578,0.20400505,0.26619306,0.17498858
4250,-0.037725652088091095,1,5,2,-1.664881,2.039711394345746,3578,0.25749284,0.30208698,0.074335225
4251,-0.18556765375179596,3,4,7,-0.459804,0.24740564568242457,3578,0.061370954,-0.011985613,-0.026317794
4252,0.236838209157906,2,1,3,0.53261524,0.24740564568242457,3579,0.35555398,0.4097688,0.44818962
4253,0.236838209157906,3,1,3,0.67438984,0.24740564568242457,3579,0.3644684,0.4007951,0.46256864
4254,0.5536423545667284,3,1,1,-2.3737512,2.039711394345746,3579,0.8636882,0.8225495,0.520085
4255,0.21571781530303927,3,6,1,-2.0902047,0.695482082848255,3579,0.48927367,0.454636,0.20374659
4256,-0.18556765375179596,2,5,5,-0.17625485,1.5916349571799158,3580,-0.027775783,0.014935055,-0.026317794
4257,0.21571781530303927,2,1,2,0.39084068,0.24740564568242457,3580,0.34663916,0.39182183,0.41943163
4258,0.21571781530303927,2,1,4,1.0997108,0.695482082848255,3580,0.3288099,0.2931133,0.44818962
4259,0.21571781530303927,3,1,4,0.31995475,0.24740564568242457,3580,0.40012693,0.35592788,0.41943163
4260,0.42692074675789027,1,0,3,1.8085836,0.695482082848255,3580,0.4803588,0.42771578,0.67825437
4261,0.21571781530303927,2,1,3,-0.10536893,-0.2006707914834058,3581,0.35555398,0.39182183,0.36191562
4262,-0.07996618802437047,3,6,3,-0.034480296,0.695482082848255,3581,0.12377316,0.14953753,0.13185157
4263,0.21571781530303927,2,3,1,-1.3104459,1.1435585200140854,3581,0.40904176,0.44566274,0.2612626
4264,0.21571781530303927,2,3,1,-0.60157585,-0.6487472286492362,3581,0.40012693,0.454636,0.34753662
4265,-0.037725652088091095,4,2,5,0.24906613,-0.6487472286492362,3581,0.132688,0.14953753,0.17498858
4266,0.511401818630449,1,4,1,1.5959204,1.1435585200140854,3581,0.57842,0.5353976,0.7645284
4267,0.004515009734915325,4,2,4,0.31995475,-0.6487472286492362,3581,0.16834652,0.19440475,0.21812558
4268,0.4691612826941696,3,2,2,0.31995475,-2.4410529773125575,3581,0.6586514,0.62513244,0.67825437
4269,-0.037725652088091095,4,5,3,-0.2471408,-0.6487472286492362,3582,0.15943168,0.19440475,0.14623058
4270,-0.18556765375179596,4,6,4,-0.17625485,0.24740564568242457,3582,0.016797585,0.032882024,0.0024402102
4271,-0.18556765375179596,1,3,7,-2.799075,2.039711394345746,3583,0.079200216,0.19440475,-0.19886582
4272,-0.016605258233224368,3,5,4,0.6035012,-0.6487472286492362,3583,0.16834652,0.12261687,0.21812558
4273,0.38468021082161086,0,2,2,4.7858357,0.24740564568242457,3583,0.40012693,0.27516633,0.9370764
4274,0.21571781530303927,2,5,1,-0.5306899,0.695482082848255,3584,0.3644684,0.4007951,0.3187786
4275,0.42692074675789027,3,3,1,-1.0977855,0.24740564568242457,3584,0.7299689,0.6700001,0.54884297
4276,-0.07996618802437047,4,5,2,-0.31802943,-1.0968236658150665,3584,0.12377316,0.1585108,0.10309323
4277,0.21571781530303927,1,5,1,1.3123713,0.695482082848255,3584,0.28423694,0.32003397,0.46256864
4278,0.004515009734915325,4,5,3,0.31995475,-0.2006707914834058,3584,0.22183432,0.19440475,0.2468836
4279,0.42692074675789027,1,2,1,1.5250345,-1.0968236658150665,3584,0.60516363,0.5443713,0.7645284
4280,0.42692074675789027,3,2,1,-0.31802943,-0.2006707914834058,3584,0.6408222,0.5982122,0.577601
4281,0.42692074675789027,0,1,2,2.1630187,0.695482082848255,3584,0.4447003,0.36490116,0.67825437
4282,0.42692074675789027,3,2,1,-1.23956,2.039711394345746,3584,0.71213967,0.69692075,0.534464
4283,0.42692074675789027,3,5,0,-0.60157585,1.5916349571799158,3584,0.60516363,0.5712915,0.50570595
4284,0.42692074675789027,4,5,0,0.036405634,-0.6487472286492362,3584,0.62299293,0.5802652,0.606359
